#run	 escape_time
1	 0.153430
2	 0.221044
3	 0.643541
4	 0.098899
5	 0.262112
6	 0.092751
7	 0.237001
8	 0.092802
9	 0.403808
10	 0.302508
11	 0.332726
12	 0.319401
13	 0.335568
14	 0.314085
15	 0.222656
16	 0.250129
17	 0.031216
18	 0.354872
19	 0.327489
20	 0.110994
