#run	 escape_time
1	 0.159695
2	 0.111593
3	 0.062973
4	 0.093675
5	 0.190043
6	 0.146605
7	 0.034311
8	 0.073410
9	 0.145192
10	 0.064519
11	 0.220359
12	 0.240305
13	 0.124205
14	 0.540576
15	 0.104999
16	 0.104482
17	 0.065616
18	 0.147747
19	 0.163771
20	 0.167228
