#force	 last_time	 alpha	 product
5.6 2291.880000 46.272943 0.106052 
5.6 2473.960000 53.842142 0.133203 
5.6 2678.640000 70.452574 0.188717 
5.6 2423.200000 53.481093 0.129595 
5.6 2837.200000 82.275061 0.233431 
5.6 2496.400000 57.770051 0.144217 
5.6 2943.080000 86.602611 0.254878 
5.6 2573.400000 53.307974 0.137183 
5.6 2503.400000 64.621891 0.161774 
5.6 2511.440000 53.361548 0.134014 
5.6 3122.520000 115.282187 0.359971 
5.6 3072.720000 101.928475 0.313198 
5.6 2540.560000 59.802210 0.151931 
5.6 2597.120000 68.931598 0.179024 
5.6 2279.400000 46.910184 0.106927 
5.6 2570.400000 60.396379 0.155243 
5.6 2888.720000 88.514509 0.255694 
5.6 2789.720000 81.233180 0.226618 
5.6 1730.040000 23.463821 0.040593 
5.6 2376.400000 50.255250 0.119427 
