#force	 last_time	 alpha	 product
6.4 19346.280000 27.413082 0.530341 
6.4 16197.800000 19.786749 0.320502 
6.4 22575.240000 36.752373 0.829694 
6.4 20010.120000 28.761958 0.575530 
6.4 19770.640000 28.146964 0.556483 
6.4 17381.480000 22.689399 0.394375 
6.4 21686.960000 34.572278 0.749768 
6.4 13889.960000 15.546317 0.215938 
6.4 18662.800000 25.559335 0.477009 
6.4 17032.400000 20.952448 0.356870 
6.4 19549.680000 28.302991 0.553314 
6.4 19475.720000 28.119858 0.547654 
6.4 18174.320000 25.532845 0.464042 
6.4 14395.760000 16.385301 0.235879 
6.4 9718.320000 8.372383 0.081365 
6.4 15901.440000 19.427618 0.308927 
6.4 17479.720000 22.332069 0.390358 
6.4 20361.960000 30.094176 0.612776 
6.4 15364.840000 17.379979 0.267041 
6.4 16091.280000 19.192287 0.308828 
