#force	 last_time	 alpha	 product
7.2 18077.600000 24.926617 0.450613 
7.2 12319.240000 12.718012 0.156676 
7.2 18852.040000 27.112147 0.511119 
7.2 14457.280000 15.866153 0.229381 
7.2 17775.400000 24.125372 0.428838 
7.2 17046.680000 22.096458 0.376671 
7.2 15016.520000 17.547754 0.263506 
7.2 11615.760000 11.395953 0.132373 
7.2 18997.240000 27.907124 0.530158 
7.2 18097.640000 24.342847 0.440548 
7.2 18495.360000 25.109318 0.464406 
7.2 12297.680000 12.507043 0.153808 
7.2 20479.000000 31.057921 0.636035 
7.2 16766.160000 22.007278 0.368978 
7.2 18017.800000 23.963439 0.431768 
7.2 15034.920000 17.752636 0.266909 
7.2 17232.880000 22.090537 0.380684 
7.2 15724.800000 19.191118 0.301776 
7.2 19580.720000 28.431746 0.556714 
7.2 18955.000000 26.922643 0.510319 
