#run	 escape_time
1	 0.106052
2	 0.133203
3	 0.188717
4	 0.129595
5	 0.233431
6	 0.144217
7	 0.254878
8	 0.137183
9	 0.161774
10	 0.134014
11	 0.359971
12	 0.313198
13	 0.151931
14	 0.179024
15	 0.106927
16	 0.155243
17	 0.255694
18	 0.226618
19	 0.040593
20	 0.119427
