#run	 escape_time
1	 0.011425
2	 0.051365
3	 0.048337
4	 0.178737
5	 0.045033
6	 0.090902
7	 0.032724
8	 0.076282
9	 0.309877
10	 0.136522
11	 0.130290
12	 0.117248
13	 0.052756
14	 0.140700
15	 0.007467
16	 0.033388
17	 0.082674
18	 0.026799
19	 0.069550
20	 0.009606
