#run	 escape_time
1	 0.334331
2	 0.155686
3	 0.302744
4	 0.417508
5	 0.339571
6	 0.287539
7	 0.315983
8	 0.067795
9	 0.475133
10	 0.059519
11	 0.454568
12	 0.294991
13	 0.400867
14	 0.181949
15	 0.144910
16	 0.194413
17	 0.187899
18	 0.056049
19	 0.285474
20	 0.410594
