#run	 escape_time
1	 0.030750
2	 0.023567
3	 0.041648
4	 0.042819
5	 0.070025
6	 0.044233
7	 0.065353
8	 0.081235
9	 0.031467
10	 0.078980
11	 0.086583
12	 0.017054
13	 0.074306
14	 0.021660
15	 0.031826
16	 0.020952
17	 0.024856
18	 0.029174
19	 0.015814
20	 0.017102
