#force	 last_time	 alpha	 product
4.4 2843.200000 82.175681 0.233642 
4.4 2707.800000 73.783811 0.199792 
4.4 2509.480000 64.487983 0.161831 
4.4 1760.720000 25.999263 0.045777 
4.4 2014.560000 30.266641 0.060974 
4.4 2192.040000 40.844398 0.089533 
4.4 2813.640000 86.022419 0.242036 
4.4 2954.880000 91.981647 0.271795 
4.4 2431.400000 55.955832 0.136051 
4.4 2620.800000 65.021799 0.170409 
4.4 2344.640000 52.781410 0.123753 
4.4 3025.520000 95.914006 0.290190 
4.4 2361.240000 51.299453 0.121130 
4.4 2933.400000 86.413226 0.253485 
4.4 1871.760000 31.008160 0.058040 
4.4 2176.760000 39.372645 0.085705 
4.4 2523.480000 60.189567 0.151887 
4.4 2373.640000 49.391504 0.117238 
4.4 3005.240000 100.642059 0.302454 
4.4 1696.120000 24.172295 0.040999 
