#run	 escape_time
1	 0.183704
2	 0.091633
3	 0.108133
4	 0.127383
5	 0.076284
6	 0.137229
7	 0.097915
8	 0.087498
9	 0.098074
10	 0.220738
11	 0.049336
12	 0.214381
13	 0.248495
14	 0.169248
15	 0.164253
16	 0.198632
17	 0.093806
18	 0.040617
19	 0.092517
20	 0.161417
