#run	 escape_time
1	 0.130883
2	 0.067310
3	 0.156437
4	 0.129123
5	 0.143594
6	 0.067039
7	 0.108547
8	 0.088371
9	 0.071885
10	 0.166070
11	 0.060590
12	 0.218801
13	 0.045188
14	 0.165386
15	 0.055281
16	 0.205599
17	 0.196881
18	 0.161718
19	 0.212927
20	 0.103594
