#force	 last_time	 alpha	 product
2.8 19410.160000 26.845895 0.521083 
2.8 12576.920000 13.256676 0.166728 
2.8 13840.480000 14.788491 0.204680 
2.8 12872.040000 13.553734 0.174464 
2.8 13028.080000 13.685397 0.178294 
2.8 23152.480000 38.071975 0.881461 
2.8 23736.360000 40.372477 0.958296 
2.8 14619.440000 16.335703 0.238819 
2.8 14325.480000 15.819343 0.226620 
2.8 19978.680000 29.837504 0.596114 
2.8 22664.320000 36.609378 0.829727 
2.8 20334.160000 29.196305 0.593682 
2.8 17568.360000 23.249916 0.408463 
2.8 11180.240000 10.819030 0.120959 
2.8 17886.080000 24.910751 0.445556 
2.8 18035.880000 25.031231 0.451460 
2.8 20394.040000 30.260561 0.617135 
2.8 22275.200000 36.441604 0.811744 
2.8 17052.640000 21.865640 0.372867 
2.8 19696.680000 28.005824 0.551622 
