#run	 escape_time
1	 0.296196
2	 0.616224
3	 0.317386
4	 0.531853
5	 0.399646
6	 0.149790
7	 0.436757
8	 0.183872
9	 0.161420
10	 0.375356
11	 0.431602
12	 0.274680
13	 0.474850
14	 0.553271
15	 0.267917
16	 0.259806
17	 0.269377
18	 0.245312
19	 0.196974
20	 0.331926
