#force	 last_time	 alpha	 product
1.6 13959.960000 12.516676 0.174732 
1.6 17515.360000 17.026669 0.298228 
1.6 18274.680000 17.136065 0.313156 
1.6 15607.800000 13.979125 0.218183 
1.6 14663.160000 12.430298 0.182267 
1.6 15654.160000 14.408711 0.225556 
1.6 15132.560000 13.803523 0.208883 
1.6 20967.920000 20.835217 0.436871 
1.6 17461.880000 17.023787 0.297267 
1.6 18112.560000 16.076840 0.291193 
1.6 16905.960000 16.383933 0.276986 
1.6 14074.960000 12.374846 0.174175 
1.6 21990.800000 23.242467 0.511120 
1.6 18897.160000 17.876677 0.337818 
1.6 11329.400000 8.968861 0.101612 
1.6 21876.000000 22.369180 0.489348 
1.6 17568.120000 15.711498 0.276021 
1.6 14757.400000 12.879637 0.190070 
1.6 15590.880000 13.774212 0.214752 
1.6 16695.920000 14.838096 0.247736 
