#force	 last_time	 alpha	 product
2.8 2395.840000 50.584126 0.121191 
2.8 3101.160000 98.607092 0.305796 
2.8 2165.120000 44.167817 0.095629 
2.8 2659.280000 71.806966 0.190955 
2.8 2571.800000 63.835330 0.164172 
2.8 2387.960000 51.351845 0.122626 
2.8 1924.960000 31.445849 0.060532 
2.8 1873.360000 29.035726 0.054394 
2.8 2214.880000 41.960295 0.092937 
2.8 1809.520000 27.821208 0.050343 
2.8 2618.440000 65.756573 0.172180 
2.8 2768.000000 80.753080 0.223525 
2.8 2195.160000 41.037326 0.090083 
2.8 2773.920000 79.506535 0.220545 
2.8 2485.400000 57.080141 0.141867 
2.8 2187.280000 43.742943 0.095678 
2.8 2296.440000 47.854344 0.109895 
2.8 2124.920000 38.367987 0.081529 
2.8 2130.680000 41.267584 0.087928 
2.8 1933.040000 30.184721 0.058348 
