#force	 last_time	 alpha	 product
4.0 2549.960000 59.679116 0.152179 
4.0 2267.720000 45.844256 0.103962 
4.0 2648.600000 67.956389 0.179989 
4.0 1906.480000 29.358355 0.055971 
4.0 2796.680000 78.337558 0.219085 
4.0 2935.680000 87.309248 0.256312 
4.0 2673.520000 63.500375 0.169770 
4.0 2490.960000 61.003686 0.151958 
4.0 2639.440000 71.051854 0.187537 
4.0 1928.680000 28.720366 0.055392 
4.0 2353.960000 50.433718 0.118719 
4.0 2501.400000 59.513976 0.148868 
4.0 2830.960000 81.872221 0.231777 
4.0 2103.640000 40.501195 0.085200 
4.0 2416.920000 50.839582 0.122875 
4.0 2745.600000 77.813266 0.213644 
4.0 2098.080000 38.751100 0.081303 
4.0 2436.040000 54.151430 0.131915 
4.0 2112.720000 35.858993 0.075760 
4.0 2600.480000 69.359618 0.180368 
