#run	 escape_time
1	 0.521083
2	 0.166728
3	 0.204680
4	 0.174464
5	 0.178294
6	 0.881461
7	 0.958296
8	 0.238819
9	 0.226620
10	 0.596114
11	 0.829727
12	 0.593682
13	 0.408463
14	 0.120959
15	 0.445556
16	 0.451460
17	 0.617135
18	 0.811744
19	 0.372867
20	 0.551622
