#force	 last_time	 alpha	 product
3.6 20150.920000 29.989060 0.604307 
3.6 15725.280000 18.817164 0.295905 
3.6 15804.720000 19.806756 0.313040 
3.6 20431.360000 30.908127 0.631495 
3.6 21349.880000 32.899591 0.702402 
3.6 21107.400000 32.754454 0.691361 
3.6 17346.120000 22.465507 0.389689 
3.6 10315.160000 10.043158 0.103597 
3.6 19861.880000 28.224693 0.560595 
3.6 18602.200000 26.155259 0.486545 
3.6 25255.480000 46.971196 1.186280 
3.6 19509.480000 27.506602 0.536640 
3.6 21105.680000 32.646181 0.689020 
3.6 17469.320000 23.238243 0.405956 
3.6 20144.720000 29.019526 0.584590 
3.6 21470.560000 33.166976 0.712114 
3.6 21854.480000 34.924269 0.763252 
3.6 17079.960000 22.935184 0.391732 
3.6 21047.680000 33.013079 0.694849 
3.6 15648.720000 19.116859 0.299154 
