#force	 last_time	 alpha	 product
7.6 16595.720000 21.250013 0.352659 
7.6 18835.200000 25.866738 0.487205 
7.6 14612.440000 16.743667 0.244666 
7.6 19527.640000 27.855493 0.543952 
7.6 19137.760000 27.399798 0.524371 
7.6 16040.040000 19.837601 0.318196 
7.6 20727.520000 30.995308 0.642456 
7.6 14798.440000 16.586439 0.245453 
7.6 15692.400000 18.649025 0.292648 
7.6 17523.600000 22.759624 0.398831 
7.6 12992.320000 13.929855 0.180981 
7.6 18463.240000 25.921431 0.478594 
7.6 13602.480000 14.566552 0.198141 
7.6 14257.120000 15.868259 0.226236 
7.6 15154.920000 18.205620 0.275905 
7.6 15454.560000 18.509787 0.286061 
7.6 12385.840000 13.114138 0.162430 
7.6 16908.160000 21.338282 0.360791 
7.6 7304.560000 6.193227 0.045239 
7.6 12083.720000 12.365544 0.149422 
