#run	 escape_time
1	 0.103631
2	 0.053415
3	 0.108711
4	 0.119827
5	 0.226446
6	 0.071378
7	 0.067169
8	 0.274938
9	 0.020903
10	 0.225965
11	 0.313507
12	 0.159902
13	 0.030287
14	 0.118011
15	 0.035549
16	 0.032225
17	 0.180530
18	 0.081740
19	 0.264781
20	 0.185465
