#force	 last_time	 alpha	 product
6.0 2966.680000 88.936690 0.263847 
6.0 2046.160000 36.135806 0.073940 
6.0 2845.800000 76.050331 0.216424 
6.0 2605.160000 66.264978 0.172631 
6.0 2059.240000 35.007186 0.072088 
6.0 2541.840000 64.399189 0.163692 
6.0 2730.200000 75.065311 0.204943 
6.0 2764.800000 79.618552 0.220129 
6.0 3111.840000 101.117713 0.314662 
6.0 2676.600000 70.213898 0.187935 
6.0 2330.040000 46.425632 0.108174 
6.0 2291.480000 48.338838 0.110767 
6.0 2462.080000 57.653581 0.141948 
6.0 2668.680000 70.240038 0.187448 
6.0 2832.600000 82.548452 0.233827 
6.0 2278.680000 48.802889 0.111206 
6.0 2211.640000 42.022901 0.092940 
6.0 2336.440000 49.421904 0.115471 
6.0 2904.400000 88.336967 0.256566 
6.0 2732.960000 72.326306 0.197665 
