#run	 escape_time
1	 0.252506
2	 0.303944
3	 0.031319
4	 0.257772
5	 0.171690
6	 0.296332
7	 0.111713
8	 0.124217
9	 0.300395
10	 0.033082
11	 0.275715
12	 0.250122
13	 0.261759
14	 0.215992
15	 0.335099
16	 0.222199
17	 0.175919
18	 0.140499
19	 0.216538
20	 0.128029
