#force	 last_time	 alpha	 product
2.8 15441.440000 17.884449 0.276162 
2.8 13484.080000 14.043703 0.189366 
2.8 16999.080000 21.166429 0.359810 
2.8 11668.200000 11.326803 0.132163 
2.8 17412.760000 22.596085 0.393460 
2.8 13785.560000 14.530752 0.200315 
2.8 20317.640000 29.235705 0.594001 
2.8 18913.840000 26.272916 0.496922 
2.8 17558.360000 22.154318 0.388993 
2.8 12577.200000 12.834326 0.161420 
2.8 19714.400000 27.626717 0.544644 
2.8 17366.280000 22.045026 0.382840 
2.8 19411.000000 27.052883 0.525124 
2.8 12772.440000 12.793814 0.163408 
2.8 11460.520000 11.114350 0.127376 
2.8 21389.520000 33.125813 0.708545 
2.8 18228.200000 23.316878 0.425025 
2.8 19811.000000 28.570166 0.566004 
2.8 18013.880000 24.035947 0.432981 
2.8 15872.200000 18.822801 0.298759 
