#force	 last_time	 alpha	 product
0.4 14721.920000 5.475278 0.080607 
0.4 21721.400000 8.534827 0.185388 
0.4 16125.480000 5.661376 0.091292 
0.4 20583.720000 8.122922 0.167200 
0.4 15686.280000 5.645547 0.088558 
0.4 17136.280000 6.166602 0.105673 
0.4 19914.640000 8.099545 0.161300 
0.4 11182.640000 4.177094 0.046711 
0.4 19735.000000 7.542907 0.148859 
0.4 24283.680000 9.756936 0.236934 
0.4 19945.240000 7.688485 0.153349 
0.4 14468.360000 5.317156 0.076931 
0.4 17256.600000 6.151158 0.106148 
0.4 16770.720000 6.110716 0.102481 
0.4 19653.880000 7.654134 0.150433 
0.4 20555.480000 7.876464 0.161904 
0.4 17754.360000 6.531002 0.115954 
0.4 14734.800000 5.382261 0.079307 
0.4 12951.280000 4.550722 0.058938 
0.4 24598.880000 10.095151 0.248329 
