#run	 escape_time
1	 0.069282
2	 0.027646
3	 0.068255
4	 0.059538
5	 0.098958
6	 0.052788
7	 0.022393
8	 0.097827
9	 0.052259
10	 0.118807
11	 0.069936
12	 0.053992
13	 0.106975
14	 0.067103
15	 0.023322
16	 0.056587
17	 0.129809
18	 0.053180
19	 0.089811
20	 0.036917
