#force	 last_time	 alpha	 product
3.2 15003.840000 17.706806 0.265670 
3.2 13323.920000 13.962035 0.186029 
3.2 19174.840000 26.251966 0.503377 
3.2 21784.680000 34.555358 0.752777 
3.2 21766.640000 34.649307 0.754199 
3.2 17815.120000 23.643599 0.421214 
3.2 18910.280000 26.404937 0.499325 
3.2 17923.640000 23.545452 0.422020 
3.2 13565.640000 14.492011 0.196593 
3.2 15817.040000 18.990753 0.300377 
3.2 18485.960000 25.090659 0.463825 
3.2 17788.520000 23.531323 0.418587 
3.2 12211.600000 12.828659 0.156658 
3.2 16570.760000 21.306100 0.353058 
3.2 21618.520000 34.218502 0.739753 
3.2 18600.120000 25.900179 0.481746 
3.2 21766.640000 34.649307 0.754199 
3.2 17086.000000 22.377914 0.382349 
3.2 16610.200000 21.166875 0.351586 
3.2 16735.200000 21.341935 0.357162 
