#force	 last_time	 alpha	 product
7.2 15786.880000 18.762137 0.296196 
7.2 20219.520000 30.476689 0.616224 
7.2 16166.520000 19.632296 0.317386 
7.2 19538.160000 27.221223 0.531853 
7.2 17546.040000 22.776985 0.399646 
7.2 12201.640000 12.276217 0.149790 
7.2 18174.520000 24.031267 0.436757 
7.2 13323.920000 13.800117 0.183872 
7.2 12667.480000 12.742827 0.161420 
7.2 17254.600000 21.753949 0.375356 
7.2 18017.080000 23.955151 0.431602 
7.2 15404.400000 17.831240 0.274680 
7.2 18644.520000 25.468596 0.474850 
7.2 19792.720000 27.953251 0.553271 
7.2 15309.000000 17.500600 0.267917 
7.2 14970.320000 17.354757 0.259806 
7.2 15426.800000 17.461644 0.269377 
7.2 14769.040000 16.609859 0.245312 
7.2 13768.640000 14.305983 0.196974 
7.2 16471.560000 20.151447 0.331926 
