#force	 last_time	 alpha	 product
2.4 15163.320000 17.177981 0.260475 
2.4 12675.480000 13.135659 0.166501 
2.4 15161.360000 18.141412 0.275048 
2.4 18434.160000 24.770822 0.456629 
2.4 13093.040000 14.099520 0.184606 
2.4 15811.480000 18.862585 0.298245 
2.4 17018.320000 21.903536 0.372761 
2.4 13057.120000 13.418711 0.175210 
2.4 12335.800000 13.105350 0.161665 
2.4 14526.880000 16.386216 0.238041 
2.4 14654.800000 16.703171 0.244782 
2.4 13340.280000 14.657210 0.195531 
2.4 12273.520000 12.190624 0.149622 
2.4 16919.280000 21.119387 0.357325 
2.4 13960.560000 15.550726 0.217097 
2.4 20628.120000 28.091183 0.579468 
2.4 12063.680000 11.863303 0.143115 
2.4 17239.960000 22.076886 0.380605 
2.4 18944.520000 25.359312 0.480420 
2.4 16058.040000 18.930839 0.303992 
