#run	 escape_time
1	 0.078685
2	 0.046053
3	 0.037454
4	 0.031838
5	 0.068683
6	 0.012428
7	 0.046600
8	 0.011954
9	 0.107286
10	 0.045152
11	 0.059982
12	 0.000605
13	 0.026031
14	 0.062792
15	 0.054246
16	 0.054479
17	 0.015644
18	 0.043867
19	 0.033373
20	 0.051409
