#force	 last_time	 alpha	 product
6.8 15134.480000 18.371547 0.278044 
6.8 14094.720000 15.616679 0.220113 
6.8 16848.480000 22.074963 0.371930 
6.8 12202.480000 11.723490 0.143056 
6.8 16829.800000 21.139319 0.355771 
6.8 11902.840000 11.618257 0.138290 
6.8 13622.120000 14.532973 0.197970 
6.8 16746.080000 20.942973 0.350713 
6.8 11472.840000 11.480077 0.131709 
6.8 18312.960000 24.502554 0.448714 
6.8 14822.600000 16.601626 0.246079 
6.8 18652.160000 25.388844 0.473557 
6.8 15349.560000 17.415620 0.267322 
6.8 13237.120000 13.775165 0.182344 
6.8 20891.760000 31.217166 0.652182 
6.8 20249.720000 29.875149 0.604963 
6.8 16068.560000 19.641605 0.315612 
6.8 7640.040000 6.270268 0.047905 
6.8 21641.600000 34.312978 0.742588 
6.8 21307.440000 33.380678 0.711257 
