#run	 escape_time
1	 0.265670
2	 0.186029
3	 0.503377
4	 0.752777
5	 0.754199
6	 0.421214
7	 0.499325
8	 0.422020
9	 0.196593
10	 0.300377
11	 0.463825
12	 0.418587
13	 0.156658
14	 0.353058
15	 0.739753
16	 0.481746
17	 0.754199
18	 0.382349
19	 0.351586
20	 0.357162
