#run	 escape_time
1	 0.156423
2	 0.263999
3	 0.490654
4	 0.232591
5	 0.303300
6	 0.224150
7	 0.081156
8	 0.298019
9	 0.191703
10	 0.140423
11	 0.255455
12	 0.219503
13	 0.593066
14	 0.495508
15	 0.396537
16	 0.167811
17	 0.533785
18	 0.121957
19	 0.068874
20	 0.260654
