#run	 escape_time
1	 0.153771
2	 0.501529
3	 0.208895
4	 0.305090
5	 0.756620
6	 0.529286
7	 0.053739
8	 0.262959
9	 0.222764
10	 0.348675
11	 0.712620
12	 0.262691
13	 0.313796
14	 0.283930
15	 0.372907
16	 0.175851
17	 0.999959
18	 0.489471
19	 0.336600
20	 0.571949
