#force	 last_time	 alpha	 product
6.8 12306.640000 12.494945 0.153771 
6.8 19039.600000 26.341346 0.501529 
6.8 14114.000000 14.800578 0.208895 
6.8 15875.400000 19.217767 0.305090 
6.8 21736.440000 34.808817 0.756620 
6.8 19346.400000 27.358357 0.529286 
6.8 7907.320000 6.796069 0.053739 
6.8 14968.520000 17.567469 0.262959 
6.8 14037.240000 15.869504 0.222764 
6.8 16759.280000 20.804889 0.348675 
6.8 21434.360000 33.246616 0.712620 
6.8 14879.960000 17.654043 0.262691 
6.8 16018.520000 19.589606 0.313796 
6.8 15434.120000 18.396246 0.283930 
6.8 17250.720000 21.616887 0.372907 
6.8 12992.280000 13.535045 0.175851 
6.8 23590.400000 42.388395 0.999959 
6.8 18742.920000 26.115003 0.489471 
6.8 16416.920000 20.503217 0.336600 
6.8 19987.120000 28.615865 0.571949 
