#run	 escape_time
1	 0.468300
2	 0.342226
3	 0.298890
4	 0.396893
5	 0.235793
6	 0.787687
7	 0.892054
8	 0.152623
9	 0.128962
10	 0.648414
11	 0.760531
12	 0.679377
13	 0.791033
14	 0.282177
15	 0.201063
16	 0.511119
17	 0.534307
18	 0.495418
19	 0.636282
20	 0.206936
