#force	 last_time	 alpha	 product
3.6 16578.200000 20.474146 0.339424 
3.6 18421.960000 24.746024 0.455870 
3.6 16687.440000 21.047208 0.351224 
3.6 20768.760000 30.813672 0.639962 
3.6 21434.600000 32.935060 0.705950 
3.6 14963.560000 17.053765 0.255185 
3.6 13444.520000 14.118653 0.189819 
3.6 16901.200000 21.234849 0.358894 
3.6 13300.600000 14.023369 0.186519 
3.6 15527.800000 17.836578 0.276963 
3.6 9473.080000 8.509132 0.080608 
3.6 16555.080000 19.892893 0.329328 
3.6 17584.880000 22.744209 0.399954 
3.6 20820.360000 31.907332 0.664322 
3.6 15770.920000 18.266323 0.288077 
3.6 22343.720000 35.203203 0.786571 
3.6 17925.760000 23.814712 0.426897 
3.6 20947.120000 32.195027 0.674393 
3.6 19755.080000 28.062410 0.554375 
3.6 20018.720000 28.808222 0.576704 
