#force	 last_time	 alpha	 product
6.0 14315.320000 16.094613 0.230400 
6.0 12225.880000 12.468321 0.152436 
6.0 22371.280000 38.984674 0.872137 
6.0 21505.440000 34.855017 0.749572 
6.0 25009.080000 44.925393 1.123543 
6.0 18104.240000 24.489990 0.443373 
6.0 15096.480000 17.528108 0.264613 
6.0 13072.480000 13.606571 0.177872 
6.0 15454.920000 18.418235 0.284652 
6.0 18668.200000 26.113566 0.487493 
6.0 21444.440000 34.157154 0.732481 
6.0 18581.960000 25.421237 0.472376 
6.0 18686.080000 26.641937 0.497833 
6.0 17216.720000 22.660729 0.390143 
6.0 19511.720000 29.087645 0.567550 
6.0 15624.800000 18.441158 0.288139 
6.0 18710.880000 24.859502 0.465143 
6.0 20873.240000 33.174725 0.692464 
6.0 13774.040000 15.350559 0.211439 
6.0 12290.240000 12.878513 0.158280 
