#force	 last_time	 alpha	 product
4.4 15215.600000 17.556233 0.267129 
4.4 21157.040000 32.076516 0.678644 
4.4 17879.920000 22.561401 0.403396 
4.4 19288.560000 27.109712 0.522907 
4.4 17700.200000 22.958962 0.406378 
4.4 16073.600000 18.978264 0.305049 
4.4 23435.200000 39.111706 0.916591 
4.4 16991.400000 21.300079 0.361918 
4.4 17536.720000 22.943185 0.402348 
4.4 16877.760000 21.164006 0.357201 
4.4 15980.440000 19.058514 0.304563 
4.4 17632.120000 23.438667 0.413273 
4.4 12373.520000 12.204196 0.151009 
4.4 19299.240000 27.320292 0.527261 
4.4 14008.560000 15.461995 0.216600 
4.4 19083.800000 26.283199 0.501583 
4.4 21393.120000 33.420920 0.714978 
4.4 11223.040000 10.677029 0.119829 
4.4 20647.080000 32.076989 0.662296 
4.4 19957.920000 28.855532 0.575896 
