#run	 escape_time
1	 0.260475
2	 0.166501
3	 0.275048
4	 0.456629
5	 0.184606
6	 0.298245
7	 0.372761
8	 0.175210
9	 0.161665
10	 0.238041
11	 0.244782
12	 0.195531
13	 0.149622
14	 0.357325
15	 0.217097
16	 0.579468
17	 0.143115
18	 0.380605
19	 0.480420
20	 0.303992
