#run	 escape_time
1	 0.295370
2	 0.615039
3	 0.443601
4	 0.523806
5	 0.775297
6	 0.538784
7	 0.382293
8	 0.729771
9	 0.279995
10	 0.392458
11	 0.430450
12	 0.692784
13	 0.553605
14	 0.603043
15	 0.351890
16	 0.288643
17	 0.480370
18	 0.351930
19	 0.475273
20	 0.104459
