#run	 escape_time
1	 0.421583
2	 0.657083
3	 0.269243
4	 0.618875
5	 0.553192
6	 0.420377
7	 0.679433
8	 0.257342
9	 0.775844
10	 0.416930
11	 0.357943
12	 0.600599
13	 0.259597
14	 0.341167
15	 0.511026
16	 0.600203
17	 0.782640
18	 0.472448
19	 1.065758
20	 0.278391
