#run	 escape_time
1	 0.514214
2	 0.886460
3	 0.408772
4	 0.277269
5	 0.445724
6	 0.542169
7	 0.276495
8	 0.610332
9	 0.364906
10	 0.178205
11	 0.892321
12	 0.329813
13	 0.711478
14	 0.537610
15	 0.375396
16	 0.628073
17	 0.436380
18	 0.955532
19	 0.476128
20	 0.596951
