#force	 last_time	 alpha	 product
1.2 16140.960000 10.720530 0.173040 
1.2 13190.720000 8.614845 0.113636 
1.2 21409.200000 17.003011 0.364021 
1.2 12955.480000 8.138313 0.105436 
1.2 15551.920000 9.911593 0.154144 
1.2 14248.200000 9.348986 0.133206 
1.2 8579.640000 5.879476 0.050444 
1.2 17216.320000 11.234245 0.193412 
1.2 14275.880000 9.537890 0.136162 
1.2 17520.280000 12.137496 0.212652 
1.2 16547.240000 10.514204 0.173981 
1.2 13961.120000 9.061712 0.126512 
1.2 17881.520000 11.530630 0.206185 
1.2 15371.840000 9.813396 0.150850 
1.2 10914.840000 6.810431 0.074335 
1.2 21729.600000 15.907852 0.345671 
1.2 18042.080000 11.420748 0.206054 
1.2 17571.640000 11.605985 0.203936 
1.2 14820.720000 9.931167 0.147187 
1.2 11215.800000 6.584300 0.073848 
