#force	 last_time	 alpha	 product
4.8 18967.440000 27.476835 0.521165 
4.8 18517.520000 24.960946 0.462215 
4.8 20703.160000 32.675783 0.676492 
4.8 15185.720000 18.238661 0.276967 
4.8 15032.000000 17.188107 0.258372 
4.8 19657.360000 29.000473 0.570073 
4.8 18023.160000 24.314826 0.438230 
4.8 18676.280000 25.916241 0.484019 
4.8 16280.840000 20.627982 0.335841 
4.8 19465.080000 27.705846 0.539297 
4.8 20748.120000 31.183895 0.647007 
4.8 18979.720000 27.368970 0.519455 
4.8 21979.600000 35.756623 0.785916 
4.8 25107.080000 47.961388 1.204170 
4.8 19553.360000 27.717724 0.541975 
4.8 20657.280000 31.706498 0.654970 
4.8 23936.360000 44.050134 1.054400 
4.8 18963.560000 26.483320 0.502218 
4.8 20217.560000 29.884042 0.604182 
4.8 17621.800000 22.975121 0.404863 
