#force	 last_time	 alpha	 product
0.4 1812.240000 16.967810 0.030750 
0.4 1504.800000 15.661295 0.023567 
0.4 1923.080000 21.656997 0.041648 
0.4 1930.720000 22.177820 0.042819 
0.4 2230.320000 31.396711 0.070025 
0.4 2182.800000 20.264152 0.044233 
0.4 2016.560000 32.408053 0.065353 
0.4 2257.720000 35.981136 0.081235 
0.4 1672.840000 18.810500 0.031467 
0.4 2116.120000 37.322937 0.078980 
0.4 2196.240000 39.423174 0.086583 
0.4 1354.200000 12.593491 0.017054 
0.4 2164.520000 34.329223 0.074306 
0.4 1681.600000 12.880768 0.021660 
0.4 1683.360000 18.906229 0.031826 
0.4 1662.000000 12.606309 0.020952 
0.4 1620.920000 15.334214 0.024856 
0.4 1695.160000 17.209991 0.029174 
0.4 1389.000000 11.385363 0.015814 
0.4 1529.000000 11.185250 0.017102 
