#force	 last_time	 alpha	 product
1.2 2027.400000 34.172827 0.069282 
1.2 1609.200000 17.179812 0.027646 
1.2 2009.160000 33.972035 0.068255 
1.2 1970.240000 30.218538 0.059538 
1.2 2687.200000 36.825659 0.098958 
1.2 1831.240000 28.826502 0.052788 
1.2 1435.840000 15.595719 0.022393 
1.2 2209.960000 44.266377 0.097827 
1.2 1874.480000 27.879346 0.052259 
1.2 2400.880000 49.484948 0.118807 
1.2 1990.800000 35.129736 0.069936 
1.2 1879.320000 28.729786 0.053992 
1.2 2286.440000 46.786592 0.106975 
1.2 2013.600000 33.324919 0.067103 
1.2 1452.400000 16.057820 0.023322 
1.2 1949.720000 29.023297 0.056587 
1.2 2426.800000 53.489930 0.129809 
1.2 1884.680000 28.217170 0.053180 
1.2 2172.120000 41.347195 0.089811 
1.2 1670.200000 22.103438 0.036917 
