#force	 last_time	 alpha	 product
1.6 1829.960000 27.337878 0.050027 
1.6 1778.720000 25.454606 0.045277 
1.6 2346.800000 46.748781 0.109710 
1.6 1944.960000 31.593304 0.061448 
1.6 2624.720000 68.426931 0.179602 
1.6 2180.520000 40.770985 0.088902 
1.6 2119.040000 41.302243 0.087521 
1.6 2844.120000 92.960427 0.264391 
1.6 2118.480000 37.929444 0.080353 
1.6 1744.160000 24.527846 0.042780 
1.6 1833.760000 27.932141 0.051221 
1.6 2167.960000 39.608163 0.085869 
1.6 1840.760000 28.701047 0.052832 
1.6 2319.920000 47.802610 0.110898 
1.6 1868.640000 29.795679 0.055677 
1.6 1460.400000 16.181203 0.023631 
1.6 2325.360000 48.337551 0.112402 
1.6 1578.320000 19.390050 0.030604 
1.6 1775.120000 26.328804 0.046737 
1.6 2250.440000 40.824740 0.091874 
