#force	 last_time	 alpha	 product
8.0 16571.520000 20.175048 0.334331 
8.0 12275.640000 12.682543 0.155686 
8.0 16054.560000 18.857182 0.302744 
8.0 17907.760000 23.314345 0.417508 
8.0 16341.040000 20.780251 0.339571 
8.0 15685.880000 18.331088 0.287539 
8.0 16169.520000 19.541873 0.315983 
8.0 8889.160000 7.626745 0.067795 
8.0 18641.760000 25.487565 0.475133 
8.0 8297.240000 7.173351 0.059519 
8.0 18507.960000 24.560661 0.454568 
8.0 15836.000000 18.627842 0.294991 
8.0 17923.560000 22.365349 0.400867 
8.0 12992.560000 14.004112 0.181949 
8.0 11880.480000 12.197332 0.144910 
8.0 13465.680000 14.437654 0.194413 
8.0 13302.600000 14.124993 0.187899 
8.0 8224.040000 6.815270 0.056049 
8.0 15855.800000 18.004388 0.285474 
8.0 17720.120000 23.171090 0.410594 
