#! FIELDS d1 file.free der_d1
#! SET min_d1 0.0
#! SET max_d1 25.0
#! SET nbins_d1  101
#! SET periodic_d1 false
    0.000000000   60.249037677   -2.247467020
    0.250000000   58.812276409  -10.197936617
    0.500000000   54.874786945  -21.071725426
    0.750000000   49.431258138  -18.937001403
    1.000000000   45.610372344  -15.281005875
    1.250000000   40.381534237  -24.798798929
    1.500000000   35.346917995  -13.949468053
    1.750000000   31.854296547  -16.763315542
    2.000000000   28.074293646  -11.174343984
    2.250000000   25.528148095  -11.244340149
    2.500000000   22.299690254  -14.483360406
    2.750000000   19.234768989   -7.833135467
    3.000000000   17.714607902   -7.949843040
    3.250000000   15.521485300   -6.888814675
    3.500000000   14.310701040   -4.341785560
    3.750000000   13.371753740   -3.418447309
    4.000000000   12.249618088   -5.633563437
    4.250000000   11.253434978   -1.573171913
    4.500000000   11.031655275   -1.743838958
    4.750000000   10.539779182   -1.544787732
    5.000000000   10.300030073   -0.686371385
    5.250000000   10.236910583   -0.821808903
    5.500000000    9.902956560   -0.201758779
    5.750000000   10.188341416    0.463319740
    6.000000000   10.199576162    0.104844701
    6.250000000   10.316043174    1.757837811
    6.500000000   11.107824187    2.663087569
    6.750000000   11.715191838    2.632862319
    7.000000000   12.386599687    3.428260541
    7.250000000   13.414531245    2.948296265
    7.500000000   14.050821283    3.455516755
    7.750000000   14.683460851   -0.534190304
    8.000000000   14.654762221    3.199939040
    8.250000000   15.805286447    3.407525878
    8.500000000   16.508913948    2.924683773
    8.750000000   17.131092251    2.308639471
    9.000000000   18.040753508    3.941518148
    9.250000000   18.679772092    1.569979207
    9.500000000   19.392035032    3.637572351
    9.750000000   20.135102045    2.814989613
   10.000000000   20.890234755    1.854139858
   10.250000000   20.957546448   -0.148486151
   10.500000000   21.300269035    2.365994878
   10.750000000   21.760613253    0.611177205
   11.000000000   22.024783232    2.817043476
   11.250000000   22.497400048   -1.606687683
   11.500000000   22.169990442    1.726705935
   11.750000000   22.880994322    1.313662686
   12.000000000   22.586812439   -2.346712798
   12.250000000   22.472829937    0.909685765
   12.500000000   22.595579575   -0.402884688
   12.750000000   22.333012200   -0.775266885
   13.000000000   22.478125102    0.267938272
   13.250000000   22.125722145   -2.456321005
   13.500000000   21.621145013   -1.300298133
   13.750000000   21.102424886   -4.383944674
   14.000000000   19.994394887   -3.447340239
   14.250000000   19.140238423   -3.058920649
   14.500000000   18.870170383   -0.698148304
   14.750000000   18.180480577   -4.176297715
   15.000000000   17.147395581   -4.773570218
   15.250000000   15.962511088   -3.992882499
   15.500000000   15.178954358   -2.636079684
   15.750000000   14.371774029   -4.810453831
   16.000000000   13.205981157   -3.120620879
   16.250000000   12.315943135   -6.026351968
   16.500000000   11.070003177   -1.540419069
   16.750000000   10.791341822   -3.744622579
   17.000000000    9.693767420   -3.442092730
   17.250000000    8.451935560   -7.794957233
   17.500000000    7.035608935   -2.533945662
   17.750000000    6.068542356   -5.433500053
   18.000000000    5.192330919   -2.938657910
   18.250000000    4.133748094   -4.635106706
   18.500000000    3.068279085   -4.017554310
   18.750000000    2.488751913   -1.226254884
   19.000000000    1.950208895   -3.285723329
   19.250000000    1.339209804   -1.238732502
   19.500000000    1.084102821   -2.354321945
   19.750000000    0.404322346   -1.999579741
   20.000000000    0.000000000   -1.728907976
   20.250000000    0.060748611    1.717913138
   20.500000000    0.253485515   -0.289313316
   20.750000000    0.366614076    1.339981159
   21.000000000    0.938328383    2.560151059
   21.250000000    1.504890357    2.242323963
   21.500000000    2.492574995    4.898801541
   21.750000000    3.633867309    4.652572840
   22.000000000    5.100709553    6.445270795
   22.250000000    6.812811809    7.306327326
   22.500000000    8.913697404    9.362339236
   22.750000000   11.319087141    9.425790360
   23.000000000   14.231150331   14.432928383
   23.250000000   17.706838252   11.387667556
   23.500000000   20.731055057   14.779754738
   23.750000000   24.880027047   17.518253107
   24.000000000   29.674795632   20.017319768
   24.250000000   34.313297276   17.351146908
   24.500000000   39.273868150   23.203832877
   24.750000000   46.188482822   32.675451867
   25.000000000   54.287133740   26.260508046
