#rc	 FE
4.800000	 24.210972
5.388466	 18.193847
5.976932	 15.835866
6.565399	 12.688939
7.153865	 11.714533
7.742331	 12.474967
8.330797	 12.993572
8.919264	 12.939357
9.507730	 12.188342
10.096196	 11.511804
10.684662	 11.042754
11.273129	 10.226341
11.861595	 9.856459
12.450061	 9.488169
13.038527	 9.454472
13.626994	 9.496224
14.215460	 9.444854
14.803926	 9.291454
15.392392	 8.839821
15.980859	 7.879359
16.569325	 7.115198
17.157791	 6.798825
17.746257	 6.555459
18.334724	 6.126152
18.923190	 6.028352
19.511656	 5.853134
20.100122	 5.360513
20.688589	 4.854091
21.277055	 4.320959
21.865521	 4.108476
22.453987	 4.251953
23.042454	 4.425525
23.630920	 4.412298
24.219386	 3.977707
24.807852	 3.307485
25.396319	 2.560195
25.984785	 1.951376
26.573251	 1.314691
27.161717	 0.705770
27.750184	 0.497242
28.338650	 0.682763
28.927116	 1.109318
29.515582	 1.457592
30.104049	 1.575106
30.692515	 1.720270
31.280981	 1.841474
31.869447	 1.966129
32.457914	 2.384520
33.046380	 5.098248
