#rc 	 FES 	 error_std
5.54	 22.54428005561538 	 6.155025930662979
5.63	 21.64962910269231 	 6.028401603195198
5.72	 20.951887102692304 	 5.939358255077166
5.81	 20.449171100384614 	 5.904433927414204
5.9	 20.123086426 	 5.901659387195182
5.99	 19.949777076923077 	 5.897462728687301
6.08	 19.89918683107693 	 5.874839832160038
6.17	 19.933232957153848 	 5.838426007627802
6.26	 20.01150171876923 	 5.794434425322545
6.35	 20.095636601923076 	 5.747255128144915
6.4399999999999995	 20.15730898953846 	 5.696327935755161
6.53	 20.18358746169231 	 5.642765075342705
6.62	 20.170952565846154 	 5.597842359019108
6.71	 20.123324643076923 	 5.577491894188063
6.8	 20.048960641538468 	 5.586473207639729
6.89	 19.95913428253846 	 5.614073119789031
6.98	 19.859139945769233 	 5.647911653858769
7.07	 19.74805615223077 	 5.68379178953413
7.16	 19.62754651323077 	 5.718480977700343
7.25	 19.513621459076923 	 5.74730621649422
7.34	 19.425819198769233 	 5.765870394131538
7.43	 19.36821069161539 	 5.778564773038165
7.52	 19.33420011507692 	 5.786301127798798
7.609999999999999	 19.31763881523077 	 5.78003015809395
7.699999999999999	 19.31821828446154 	 5.747547178496499
7.79	 19.33676851246154 	 5.686382638816469
7.88	 19.371048476000002 	 5.611194758482993
7.97	 19.40667569123077 	 5.535702712133439
8.06	 19.416230282461537 	 5.466406167754471
8.15	 19.375359148538465 	 5.40192286253721
8.24	 19.285493374307695 	 5.345235928540636
8.33	 19.170273467153848 	 5.305318888507583
8.42	 19.058731776153845 	 5.287283834412796
8.51	 18.963243663153847 	 5.287460552181544
8.6	 18.884007109461542 	 5.285952248738502
8.69	 18.816090456615385 	 5.257201148536216
8.78	 18.750203447076924 	 5.187461519370735
8.87	 18.684329438923076 	 5.083340396749
8.96	 18.617675248692308 	 4.966049124066288
9.05	 18.55089059384616 	 4.857982434694665
9.14	 18.48356053515385 	 4.770907060358809
9.23	 18.414679785923077 	 4.702670717884874
9.32	 18.344310195615382 	 4.636701869156785
9.41	 18.26963677846154 	 4.560365176484368
9.5	 18.18649115376923 	 4.471335693331312
9.59	 18.095373186384613 	 4.37772247641024
9.68	 18.007941357923077 	 4.283180826772471
9.77	 17.93897352553846 	 4.186190984248618
9.86	 17.888921748769235 	 4.089247316685876
9.95	 17.836230088846154 	 4.006610903467802
10.04	 17.759437315846156 	 3.9509773791713116
10.129999999999999	 17.66137815346154 	 3.924423170838202
10.219999999999999	 17.56902579323077 	 3.9252869506023944
10.309999999999999	 17.50514414715385 	 3.95367874549058
10.399999999999999	 17.46606763084615 	 4.009753682543895
10.49	 17.42772454169231 	 4.084434383234918
10.58	 17.370640628846154 	 4.153847459431837
10.67	 17.294046964 	 4.187776217244719
10.76	 17.202920964076927 	 4.17519969452021
10.85	 17.100835293692313 	 4.136730853020431
10.94	 16.99640185923077 	 4.102545266287093
11.03	 16.90179984515385 	 4.081161543087889
11.120000000000001	 16.819040200307697 	 4.06067832559749
11.21	 16.735294886307695 	 4.0354440976214185
11.3	 16.63483589123077 	 4.019476563994935
11.39	 16.521389208307696 	 4.024379208131999
11.48	 16.41715397261539 	 4.038194763706571
11.57	 16.335509884384614 	 4.038933117890812
11.66	 16.266964442538466 	 4.0210079728148616
11.75	 16.19628396323077 	 4.002837430253781
11.84	 16.129053998692306 	 4.006284506755743
11.93	 16.08116006546154 	 4.0290765917835705
12.02	 16.04336989153846 	 4.047658996495642
12.11	 15.979635649 	 4.03551613885456
12.2	 15.86801993476923 	 3.9855698619853053
12.29	 15.723104908384617 	 3.915267212411948
12.379999999999999	 15.578969624846152 	 3.850846939987005
12.469999999999999	 15.45431064176923 	 3.80546138541122
12.559999999999999	 15.346920946538459 	 3.771428039617196
12.649999999999999	 15.246039602923078 	 3.7419524766719223
12.739999999999998	 15.147592045846151 	 3.7178564360403277
12.83	 15.059009110692305 	 3.704458046110055
12.92	 14.988172158846156 	 3.699666942064773
13.01	 14.929633277615384 	 3.6972934429083595
13.1	 14.86743472530769 	 3.6979391902697425
13.19	 14.791598553846152 	 3.704954106009965
13.28	 14.70751533830769 	 3.7188628618115596
13.37	 14.631693702769228 	 3.7339331967135783
13.459999999999999	 14.572702931076924 	 3.748116117870449
13.549999999999999	 14.526492087615383 	 3.7622449534497244
13.64	 14.47964375830769 	 3.7772957210116003
13.73	 14.419390500153844 	 3.793680183534125
13.82	 14.337528240461538 	 3.801302269474146
13.91	 14.23444343076923 	 3.788374361212211
14.0	 14.11657703892308 	 3.7443938094049507
14.09	 13.99518644476923 	 3.67617432732763
14.18	 13.881861545384611 	 3.6050343081642406
14.27	 13.781883583307687 	 3.5452761900446803
14.36	 13.686394717769227 	 3.4881768166616407
14.45	 13.575811911846156 	 3.4172506387992283
14.54	 13.442470207461538 	 3.334090062386615
14.629999999999999	 13.305319540076923 	 3.262238133945073
14.719999999999999	 13.190180209846153 	 3.2222913203430474
14.81	 13.101368130692308 	 3.207018033023331
14.9	 13.021277247538462 	 3.191054642064693
14.99	 12.928778065615383 	 3.16165570767957
15.08	 12.822973728769231 	 3.1258546014663438
15.17	 12.716476660461538 	 3.092338215269889
15.26	 12.61639452776923 	 3.060005725579836
15.35	 12.51033073976923 	 3.0261889657164245
15.44	 12.382293832769228 	 2.9964507756335768
15.53	 12.233416160923076 	 2.9723503488088814
15.62	 12.084556034384613 	 2.9442895506136306
15.709999999999999	 11.952921471692308 	 2.9026901423965517
15.799999999999999	 11.84114048676923 	 2.8533437054157416
15.889999999999999	 11.735572309846155 	 2.809843494329878
15.98	 11.621964933769227 	 2.7795529549757325
16.07	 11.492687515692305 	 2.7623739701779537
16.16	 11.356366690999998 	 2.749769171934341
16.25	 11.22942399676923 	 2.7343062558495745
16.34	 11.118469262153845 	 2.7076088069968676
16.43	 11.010983677769232 	 2.671273815101839
16.52	 10.890014257384616 	 2.6375641177227536
16.61	 10.75681679653846 	 2.6167588947534033
16.7	 10.627409177923074 	 2.605258323529208
16.79	 10.511442317461537 	 2.5931095742288
16.88	 10.40768623430769 	 2.5754798677172124
16.97	 10.310503619461539 	 2.5547839305953985
17.06	 10.213237967615383 	 2.5355087649462433
17.15	 10.10818444430769 	 2.525185100033143
17.240000000000002	 9.995671467076921 	 2.528584585374475
17.33	 9.883515815461537 	 2.537400576113279
17.42	 9.78012898030769 	 2.538173255182871
17.509999999999998	 9.683187409384614 	 2.533425052107295
17.6	 9.588360788615383 	 2.5353405046632256
17.689999999999998	 9.495804503153847 	 2.5438797712065653
17.78	 9.408864174846153 	 2.539125912981157
17.869999999999997	 9.323350789538463 	 2.51393194137884
17.96	 9.230973134999997 	 2.486229153331124
18.049999999999997	 9.132065468307692 	 2.472998261801262
18.14	 9.034948525615384 	 2.4698212159716677
18.229999999999997	 8.944140995230768 	 2.46595983025176
18.32	 8.853078185307691 	 2.4619713602477997
18.41	 8.753135282461537 	 2.4658481658835893
18.5	 8.646143180846153 	 2.4711187922417497
18.59	 8.546468369384614 	 2.4648411452084638
18.68	 8.462216405307693 	 2.4471653851899235
18.77	 8.385659163153846 	 2.4300981782587145
18.86	 8.303197860153846 	 2.417093861641828
18.95	 8.207613795461539 	 2.4058892176824065
19.04	 8.104673536384613 	 2.3952650946578675
19.13	 8.005153894538461 	 2.3891431059392683
19.22	 7.915911039153846 	 2.3846664263837156
19.31	 7.8329937265384615 	 2.372689028767432
19.4	 7.7463938812307696 	 2.348402907760104
19.490000000000002	 7.650616196 	 2.314710924246411
19.58	 7.5501352388461545 	 2.2776644214160098
19.67	 7.454678389538462 	 2.237656328703739
19.759999999999998	 7.363623393153846 	 2.1951885994644673
19.85	 7.267494158538462 	 2.150467859093129
19.939999999999998	 7.163908121692308 	 2.103992182124619
20.03	 7.064411496846153 	 2.0584344421762357
20.119999999999997	 6.983133854692306 	 2.01877929086963
20.21	 6.91978252623077 	 1.9861066203657411
20.299999999999997	 6.856769521846154 	 1.9538325345300331
20.39	 6.779410613076924 	 1.9168628936935095
20.479999999999997	 6.689156002230768 	 1.88004157486445
20.57	 6.598638603384616 	 1.8496698261378177
20.66	 6.515117785615384 	 1.8231607000585877
20.75	 6.43592663330769 	 1.7921053855652729
20.84	 6.356398969230769 	 1.7518125198530878
20.93	 6.2753996968461525 	 1.7092482233067237
21.02	 6.19334847953846 	 1.6732001431348233
21.11	 6.113092769615385 	 1.6423007023123717
21.2	 6.034032277692307 	 1.6131541311090676
21.29	 5.955833796769232 	 1.5805041609061083
21.38	 5.8763531204615385 	 1.5433788032384905
21.47	 5.800503267461538 	 1.5040040478137946
21.56	 5.728666353923077 	 1.4699315989895465
21.65	 5.653429896461537 	 1.4458480802783424
21.74	 5.570618930846154 	 1.4290008251650428
21.83	 5.485844513615386 	 1.4119772859278754
21.919999999999998	 5.405530758076924 	 1.3932486732751204
22.009999999999998	 5.327962166692307 	 1.3767361303173167
22.099999999999998	 5.244974612692308 	 1.359445312624323
22.189999999999998	 5.155778578307691 	 1.339642063228376
22.28	 5.073008032615385 	 1.3168315436431648
22.37	 4.997289986692307 	 1.2957287373685622
22.46	 4.920323501153846 	 1.2781184437977717
22.55	 4.833498093999999 	 1.2609669810002957
22.64	 4.743564745769231 	 1.244644457724278
22.73	 4.6629496796153855 	 1.2330222598562335
22.82	 4.593485687153845 	 1.2247579450366677
22.91	 4.523174334615385 	 1.2159752159663377
23.0	 4.441300964384615 	 1.208548428716335
23.09	 4.351992244692307 	 1.205912523238365
23.18	 4.267681054076924 	 1.2028151395090814
23.27	 4.1937707297692315 	 1.1869313361954923
23.36	 4.123635478307691 	 1.1580452725817336
23.45	 4.047483497384616 	 1.1292851976132636
23.54	 3.963531905384616 	 1.1098121195512591
23.63	 3.8795402991538466 	 1.0984592968606837
23.72	 3.8007429050769224 	 1.0872609374574618
23.81	 3.727491889307692 	 1.071028351082474
23.9	 3.6532873196153854 	 1.0513139108660237
23.99	 3.5781220956923074 	 1.0282295077852208
24.08	 3.503448073538462 	 1.0017544365331266
24.169999999999998	 3.432757818307692 	 0.9723177105696889
24.259999999999998	 3.3613143180769227 	 0.9468252963731629
24.349999999999998	 3.2868124716153844 	 0.928154804918146
24.439999999999998	 3.213989827384615 	 0.9161183868841462
24.529999999999998	 3.148030084384615 	 0.9095527033543841
24.62	 3.0898556769230763 	 0.9040549076634943
24.71	 3.032937887153846 	 0.898747878617894
24.8	 2.970663885538462 	 0.893499837987606
24.89	 2.90544731676923 	 0.8903722349173099
24.98	 2.845843060230769 	 0.8938349959363862
25.07	 2.794463152 	 0.9038440654127767
25.16	 2.7413988233846154 	 0.9145658740799435
25.25	 2.6824522953076926 	 0.9176710903384717
25.34	 2.6242047631538457 	 0.9134667952736489
25.43	 2.5734681393076926 	 0.910385510598196
25.52	 2.527405021615385 	 0.915960920165803
25.61	 2.482300661 	 0.9275913768156279
25.7	 2.4396003346153847 	 0.9375508719853435
25.79	 2.4011418122307697 	 0.940842395993012
25.88	 2.3614415616923075 	 0.941397799426451
25.97	 2.316018590230769 	 0.9440181124908136
26.06	 2.268456296615385 	 0.9473355569841169
26.15	 2.2249291451538467 	 0.9426989614046508
26.24	 2.1839761311538464 	 0.9277050318457677
26.33	 2.1436341346153847 	 0.9098626406250925
26.419999999999998	 2.1025988383846155 	 0.8955183821627875
26.509999999999998	 2.0621512514615383 	 0.8863319916785528
26.599999999999998	 2.0249785418461537 	 0.8755246220056412
26.689999999999998	 1.9938754063846158 	 0.8582520508970456
26.779999999999998	 1.9674009306153843 	 0.8381988328080137
26.869999999999997	 1.9360687147692306 	 0.8196476532828076
26.96	 1.894750256076923 	 0.8027891239476526
27.05	 1.8523381022307692 	 0.7858162794352237
27.14	 1.819374022923077 	 0.7680022807858865
27.23	 1.7944729322307693 	 0.7534132106097223
27.32	 1.7678598916923078 	 0.7455916825932276
27.41	 1.7333952358461537 	 0.741517209231286
27.5	 1.6900967734615384 	 0.7354866037747473
27.59	 1.644320336538462 	 0.7259117775945207
27.68	 1.6025924150000004 	 0.7204207612517318
27.77	 1.5668649744615386 	 0.7202921061481815
27.86	 1.5308595195384616 	 0.7199478777876357
27.95	 1.488555172846154 	 0.7209428326784794
28.04	 1.4416027883076923 	 0.7249739423165555
28.13	 1.3970638629230774 	 0.7296957481747658
28.22	 1.3599158400769231 	 0.7287614839952898
28.31	 1.323462577076923 	 0.7184383481758153
28.4	 1.2768913375384616 	 0.703575898585418
28.49	 1.220482330769231 	 0.6913392379950615
28.58	 1.1669926676153848 	 0.6809331143473827
28.669999999999998	 1.126185814 	 0.6671331649763493
28.759999999999998	 1.092449788153846 	 0.6518124973444054
28.849999999999998	 1.055991451692308 	 0.6430469718923915
28.939999999999998	 1.0155121466153847 	 0.6414293117892174
29.029999999999998	 0.9752215904615384 	 0.6397920988513971
29.119999999999997	 0.9384257388461539 	 0.6272838105529337
29.21	 0.9035906939230769 	 0.6097456991750491
29.3	 0.866897760076923 	 0.596761862742519
29.39	 0.8219711084615384 	 0.5890937483048735
29.48	 0.7709169208461537 	 0.5755828361913068
29.57	 0.7251646253076922 	 0.5496983924431915
29.66	 0.6908178262307689 	 0.5213040796455931
29.75	 0.662360203846154 	 0.49961341206505183
29.84	 0.6328691433076923 	 0.48399140763807325
29.93	 0.6009488193076922 	 0.46557752969270666
30.02	 0.5688872226923076 	 0.43645929886644425
30.11	 0.5348647332307692 	 0.39778892165008634
30.2	 0.49613140961538477 	 0.36339607743998076
30.29	 0.4545753855384615 	 0.3401880729792878
30.38	 0.4138370430769231 	 0.32854284960255054
30.47	 0.37464872446153846 	 0.31655160482709105
30.56	 0.33437297284615386 	 0.29587889333535045
30.65	 0.2976975227692307 	 0.2682002040968771
30.74	 0.2696288206923077 	 0.23805490348697297
30.83	 0.2469373683076923 	 0.2120002539362721
30.919999999999998	 0.2194020852307692 	 0.19443263617805928
31.009999999999998	 0.18260621861538462 	 0.18617820828945253
31.099999999999998	 0.14584448500000002 	 0.17850663220452595
31.189999999999998	 0.11978054646153843 	 0.16110720300236595
31.279999999999998	 0.09959156146153847 	 0.13751085313171438
31.369999999999997	 0.07699602453846155 	 0.11446010537750534
31.459999999999997	 0.055263675769230775 	 0.09617303358754264
31.55	 0.04430433815384616 	 0.08272972504528836
31.64	 0.04537251053846153 	 0.07737199568162532
31.73	 0.04367931369230771 	 0.08806071664093987
31.82	 0.028396993999999995 	 0.1136287751220039
31.91	 0.008874921230769231 	 0.14141204414155129
32.0	 0.0 	 0.16647824657704835
