#rc	 FE
4.800000	 21.469944
5.388669	 17.164732
5.977338	 16.788054
6.566007	 14.632633
7.154676	 12.122660
7.743346	 10.354879
8.332015	 9.995882
8.920684	 10.193999
9.509353	 9.934842
10.098022	 9.956820
10.686691	 9.737533
11.275360	 9.226527
11.864029	 8.670442
12.452698	 8.164677
13.041367	 7.807204
13.630037	 7.632470
14.218706	 7.228116
14.807375	 6.751028
15.396044	 6.346046
15.984713	 6.094072
16.573382	 6.027610
17.162051	 5.893968
17.750720	 5.496906
18.339389	 5.251999
18.928058	 5.073870
19.516728	 5.081161
20.105397	 4.877810
20.694066	 4.872663
21.282735	 4.755996
21.871404	 4.469794
22.460073	 4.085197
23.048742	 3.692466
23.637411	 3.351560
24.226080	 3.022347
24.814749	 2.825015
25.403419	 2.616532
25.992088	 2.422527
26.580757	 2.216903
27.169426	 1.982902
27.758095	 1.717460
28.346764	 1.484427
28.935433	 1.282178
29.524102	 1.139378
30.112771	 1.023001
30.701440	 0.745035
31.290110	 0.579242
31.878779	 0.830259
32.467448	 1.445099
33.056117	 4.428547
