#rc	 FE
1.439233	 4.788156
1.897921	 2.267380
2.356608	 2.438697
2.815296	 3.613746
3.273983	 4.230616
3.732671	 5.567984
4.191358	 6.494432
4.650046	 6.231368
5.108733	 6.155639
5.567421	 6.170615
6.026108	 6.149314
6.484796	 6.375175
6.943483	 6.555321
7.402171	 6.514791
7.860858	 6.496988
8.319546	 6.550412
8.778233	 6.759087
9.236921	 6.918696
9.695609	 6.812679
10.154296	 6.584000
10.612984	 6.433911
11.071671	 6.337310
11.530359	 6.230282
11.989046	 6.179085
12.447734	 5.839454
12.906421	 5.445132
13.365109	 5.076897
13.823796	 4.582415
14.282484	 4.000835
14.741171	 3.621441
15.199859	 3.216324
15.658546	 2.876234
16.117234	 2.521437
16.575922	 2.018946
17.034609	 1.443321
17.493297	 1.146223
17.951984	 1.050833
18.410672	 1.092943
18.869359	 1.120432
19.328047	 1.010608
19.786734	 0.912818
20.245422	 0.961649
20.704109	 1.030023
21.162797	 1.004115
21.621484	 1.051030
22.080172	 1.275965
22.538859	 1.586424
22.997547	 2.191049
23.456234	 2.952541
