#rc	 FE
4.800000	 20.036254
5.389164	 14.787704
5.978328	 14.598917
6.567492	 13.945216
7.156656	 13.717562
7.745820	 14.690286
8.334984	 15.819835
8.924148	 15.676025
9.513312	 15.096947
10.102476	 14.514226
10.691640	 14.191205
11.280804	 14.250534
11.869968	 14.060098
12.459132	 13.716124
13.048296	 13.282158
13.637460	 12.858122
14.226624	 12.433178
14.815788	 11.860790
15.404952	 11.383059
15.994116	 10.743709
16.583280	 9.822665
17.172444	 8.939719
17.761608	 8.229367
18.350772	 7.704229
18.939936	 7.398170
19.529099	 7.210217
20.118263	 7.061448
20.707427	 6.888209
21.296591	 6.535822
21.885755	 6.142733
22.474919	 5.822914
23.064083	 5.374172
23.653247	 4.959948
24.242411	 4.479128
24.831575	 4.022236
25.420739	 3.638928
26.009903	 3.269242
26.599067	 2.931797
27.188231	 2.623927
27.777395	 2.354962
28.366559	 2.090515
28.955723	 1.780342
29.544887	 1.446902
30.134051	 1.103162
30.723215	 0.815387
31.312379	 0.513849
31.901543	 0.442346
32.490707	 1.053342
33.079871	 4.507648
