#rc	 FE
4.800000	 10.191145
5.388638	 5.949448
5.977277	 5.995127
6.565915	 8.356614
7.154554	 10.027549
7.743192	 11.571695
8.331831	 11.834597
8.920469	 10.940178
9.509108	 10.417757
10.097746	 10.670809
10.686384	 10.924169
11.275023	 11.196473
11.863661	 11.524867
12.452300	 11.450117
13.040938	 11.199030
13.629577	 10.863622
14.218215	 10.618490
14.806854	 10.261681
15.395492	 9.613661
15.984131	 9.124142
16.572769	 8.434653
17.161407	 7.758007
17.750046	 7.116790
18.338684	 6.637463
18.927323	 6.437100
19.515961	 5.989711
20.104600	 5.630636
20.693238	 5.205788
21.281877	 4.813823
21.870515	 4.281784
22.459153	 4.045105
23.047792	 3.852681
23.636430	 3.473092
24.225069	 3.126693
24.813707	 2.650979
25.402346	 2.334745
25.990984	 2.025953
26.579623	 1.874804
27.168261	 1.857749
27.756900	 1.963806
28.345538	 1.754615
28.934176	 1.570568
29.522815	 1.357147
30.111453	 1.141105
30.700092	 0.938535
31.288730	 0.688255
31.877369	 0.550115
32.466007	 0.953461
33.054646	 3.978756
