#rc	 FE
1.565044	 11.420714
2.029567	 9.424662
2.494090	 9.784506
2.958613	 12.118294
3.423136	 17.653581
3.887660	 15.530168
4.352183	 14.103434
4.816706	 13.991054
5.281229	 14.668418
5.745752	 13.990241
6.210275	 13.578257
6.674798	 12.519245
7.139321	 11.554022
7.603845	 11.147415
8.068368	 10.976951
8.532891	 11.098297
8.997414	 11.036069
9.461937	 10.630924
9.926460	 9.974808
10.390983	 9.475650
10.855506	 8.803658
11.320030	 8.284888
11.784553	 7.767847
12.249076	 7.088394
12.713599	 6.566557
13.178122	 6.203575
13.642645	 5.892879
14.107168	 5.655083
14.571691	 5.369445
15.036215	 4.786772
15.500738	 3.937821
15.965261	 3.459265
16.429784	 3.629032
16.894307	 3.621552
17.358830	 3.344287
17.823353	 3.082332
18.287876	 2.672952
18.752400	 1.607739
19.216923	 0.701278
19.681446	 0.178262
20.145969	 0.223033
20.610492	 0.850070
21.075015	 1.776380
21.539538	 2.619609
22.004061	 3.012721
22.468585	 3.215537
22.933108	 3.574483
23.397631	 4.300717
23.862154	 5.292777
