#rc	 FE
4.800000	 12.617897
5.389174	 8.743321
5.978348	 8.769133
6.567523	 7.874740
7.156697	 7.150633
7.745871	 7.383097
8.335045	 7.053821
8.924219	 7.270208
9.513393	 7.435565
10.102568	 7.123713
10.691742	 7.329477
11.280916	 7.741107
11.870090	 7.837368
12.459264	 7.769991
13.048439	 7.309024
13.637613	 6.815798
14.226787	 6.577769
14.815961	 6.552725
15.405135	 6.666729
15.994309	 6.717140
16.583484	 6.493771
17.172658	 6.224057
17.761832	 5.996060
18.351006	 5.758680
18.940180	 5.464140
19.529355	 5.200238
20.118529	 4.881333
20.707703	 4.491057
21.296877	 4.145936
21.886051	 3.636380
22.475226	 3.180362
23.064400	 2.824639
23.653574	 2.867593
24.242748	 2.924160
24.831922	 2.787307
25.421096	 2.545732
26.010271	 2.358016
26.599445	 2.297398
27.188619	 2.358045
27.777793	 2.122052
28.366967	 1.721946
28.956142	 1.366564
29.545316	 1.093609
30.134490	 1.057370
30.723664	 0.948562
31.312838	 0.614416
31.902012	 0.575832
32.491187	 1.236954
33.080361	 4.811327
