#rc	 FE
4.800000	 18.223279
5.388961	 13.528232
5.977922	 13.238452
6.566883	 13.471327
7.155844	 12.812219
7.744805	 13.376151
8.333766	 14.437549
8.922728	 13.774790
9.511689	 12.486679
10.100650	 11.354707
10.689611	 10.992436
11.278572	 10.634211
11.867533	 10.238247
12.456494	 10.242401
13.045455	 10.419727
13.634416	 10.362189
14.223377	 10.194045
14.812338	 9.833510
15.401299	 9.335467
15.990261	 8.770039
16.579222	 8.181232
17.168183	 7.725784
17.757144	 7.299882
18.346105	 6.952478
18.935066	 6.546339
19.524027	 6.222866
20.112988	 5.966031
20.701949	 5.670379
21.290910	 5.285978
21.879871	 4.973291
22.468832	 4.615260
23.057794	 4.246745
23.646755	 3.914930
24.235716	 3.566337
24.824677	 3.153292
25.413638	 2.812732
26.002599	 2.488689
26.591560	 2.177158
27.180521	 1.954440
27.769482	 1.725733
28.358443	 1.434199
28.947404	 1.138585
29.536365	 1.005376
30.125327	 0.883803
30.714288	 0.828692
31.303249	 0.835083
31.892210	 0.784641
32.481171	 1.217109
33.070132	 4.356955
