#rc	 FE
1.193829	 5.867287
1.648804	 0.588259
2.103780	 -0.320075
2.558755	 1.341419
3.013731	 3.727698
3.468706	 7.477082
3.923682	 8.733285
4.378657	 8.900474
4.833633	 8.105443
5.288608	 6.880803
5.743584	 5.769258
6.198559	 5.178926
6.653535	 4.998366
7.108510	 5.106801
7.563486	 5.443877
8.018461	 6.208364
8.473437	 7.217915
8.928412	 8.405570
9.383387	 9.098834
9.838363	 9.289361
10.293338	 9.281384
10.748314	 9.330033
11.203289	 9.288897
11.658265	 9.483518
12.113240	 9.677869
12.568216	 9.392908
13.023191	 9.156587
13.478167	 8.603754
13.933142	 8.148283
14.388118	 7.896711
14.843093	 7.758390
15.298069	 7.438618
15.753044	 6.881732
16.208019	 6.417962
16.662995	 5.877695
17.117970	 4.720055
17.572946	 3.650550
18.027921	 3.610234
18.482897	 4.135631
18.937872	 5.338092
19.392848	 6.276269
19.847823	 6.491786
20.302799	 6.469602
20.757774	 6.602406
21.212750	 6.794727
21.667725	 7.021738
22.122701	 7.358063
22.577676	 7.525823
23.032652	 7.896689
