#rc 	 FES 	 error_std
5.0	 15.468414669499992	 7.014744769879187
5.09	 14.536654853250006	 6.896618884846868
5.18	 13.567446977499998	 6.776313734503023
5.27	 12.557766657250003	 6.635378513234423
5.36	 11.531778188699997	 6.4650831869250664
5.45	 10.534851054750005	 6.280286946665006
5.54	 9.6090781285	 6.119413095411933
5.63	 8.77606048135	 6.019198712793686
5.72	 8.037015929149998	 5.984337962900568
5.81	 7.3765620012	 5.985992637189344
5.9	 6.776222360950001	 5.984541998305837
5.99	 6.227680996749999	 5.9585264869849235
6.08	 5.727418676749998	 5.920539204710721
6.17	 5.2668237953000006	 5.900767560979806
6.26	 4.82260963805	 5.912240551705967
6.35	 4.36986526185	 5.934105110926412
6.4399999999999995	 3.9006331642499994	 5.93309822765979
6.53	 3.4233017867500006	 5.897288866686141
6.62	 2.9542551157999997	 5.840767931265705
6.71	 2.507904061449999	 5.777265762736501
6.8	 2.095952861099999	 5.700799782657493
6.89	 1.7245063221500008	 5.6034493832633485
6.98	 1.3928092756999995	 5.4926659334208505
7.07	 1.0978819019000001	 5.3803372681515
7.16	 0.8412595189000003	 5.269709502381966
7.25	 0.6285765645499994	 5.1512202539978205
7.34	 0.4616192386500009	 5.018437402277816
7.43	 0.33209500159999994	 4.875086153714565
7.52	 0.22620649769999934	 4.7292739891743265
7.609999999999999	 0.1377013623499992	 4.57998018636686
7.699999999999999	 0.0695966085499995	 4.421361571183929
7.79	 0.029091904449999983	 4.252566148619048
7.88	 0.012138279849999378	 4.081789978250405
7.97	 0.005697561749999913	 3.9135744397732126
8.06	 0.0007578202500000408	 3.7471180125112356
8.15	 0.0	 3.5834454223606875
8.24	 0.01173864094999999	 3.422979872849859
8.33	 0.03740129659999969	 3.2639525408845818
8.42	 0.06915006449999961	 3.104957634914847
8.51	 0.10024340384999952	 2.9507198141834836
8.6	 0.13050850004999948	 2.8051107746212267
8.69	 0.1617654144999996	 2.6683616782270088
8.78	 0.19219451504999885	 2.5419569463403837
8.87	 0.22032327200000035	 2.430091736918382
8.96	 0.24778532150000032	 2.3362139349827786
9.05	 0.2756556089499993	 2.260924634683038
9.14	 0.3013114549	 2.1989721424121793
9.23	 0.3251930301999999	 2.142711762322546
9.32	 0.3503056592000009	 2.086906745788415
9.41	 0.3773495243	 2.0361842794464726
9.5	 0.4051111269999992	 1.998574676178217
9.59	 0.4333739389999991	 1.977406195219118
9.68	 0.4646552397999999	 1.967030061277035
9.77	 0.4992824145500001	 1.9630580012516827
9.86	 0.5392181659999999	 1.9633430192007384
9.95	 0.5868157321499998	 1.9685361734648346
10.04	 0.6420235977999993	 1.9808988232316367
10.129999999999999	 0.6997987374499992	 1.9980160218621856
10.219999999999999	 0.7585187931499995	 2.013681299514192
10.309999999999999	 0.8203755702500004	 2.023731459556547
10.399999999999999	 0.8879143621499992	 2.0311451729528787
10.49	 0.9590225286000007	 2.0454623398747174
10.58	 1.0292247162500008	 2.0735007774256253
10.67	 1.0955725008000003	 2.1140538151680492
10.76	 1.1619500360999995	 2.157542775448944
10.85	 1.234097536350001	 2.199778512765672
10.94	 1.3115788013499996	 2.2396456859343252
11.03	 1.3897333834499994	 2.2783171750125732
11.120000000000001	 1.463700203100001	 2.3116254495490525
11.21	 1.5321213195499999	 2.339491681226478
11.3	 1.5965095555000008	 2.364204405631741
11.39	 1.656302832949999	 2.3871988988901944
11.48	 1.7087196422999993	 2.4069709420055667
11.57	 1.7542022473499994	 2.4236004738249575
11.66	 1.7945475451499995	 2.440283126019873
11.75	 1.8325360158499997	 2.4590116054640565
11.84	 1.8689143464000004	 2.476192852221681
11.93	 1.9002461985000005	 2.490212255469643
12.02	 1.920206660699999	 2.505342041215995
12.11	 1.9312072746499993	 2.5218834881674557
12.2	 1.9399146094499997	 2.5286874948432962
12.29	 1.9463129689499992	 2.5188051713368327
12.379999999999999	 1.9439391502500012	 2.5003951614018454
12.469999999999999	 1.9287642460499992	 2.487034392171149
12.559999999999999	 1.9045417407999983	 2.4774576003044277
12.649999999999999	 1.87749043075	 2.460665235647447
12.739999999999998	 1.8506150837499984	 2.4320176054448863
12.83	 1.8212172774000006	 2.400468360795889
12.92	 1.7847760761000009	 2.3787436292587114
13.01	 1.7432346531	 2.3693264537622754
13.1	 1.7081617335	 2.3634255090237293
13.19	 1.6864521399499992	 2.3526701471775446
13.28	 1.6719275635999988	 2.3385180073275236
13.37	 1.6547525171499995	 2.330449833406213
13.459999999999999	 1.6375161736000008	 2.335563267956245
13.549999999999999	 1.6273616746499995	 2.351553747528488
13.64	 1.622728854250001	 2.3717206659001726
13.73	 1.61746483725	 2.390506703070985
13.82	 1.6125587385999998	 2.4087333018338706
13.91	 1.6127771054999993	 2.4292465863221486
14.0	 1.6181299284499993	 2.4528178645845267
14.09	 1.6229199695999998	 2.4787467559012515
14.18	 1.6262285615999996	 2.5069557683446066
14.27	 1.6299319307999998	 2.5384831473726717
14.36	 1.6338144045499998	 2.5750981059728724
14.45	 1.635025874800001	 2.6133273726122876
14.54	 1.6328454696499994	 2.6473947280294636
14.629999999999999	 1.63104997765	 2.672712930282973
14.719999999999999	 1.631916950149999	 2.690951140992687
14.81	 1.6333372283499994	 2.706808419904769
14.9	 1.6332866142999993	 2.7238620333260375
14.99	 1.632996714249999	 2.7429112119749743
15.08	 1.6353670904500008	 2.7660845908394665
15.17	 1.6401795316999994	 2.796410503355374
15.26	 1.64667140295	 2.828629367400702
15.35	 1.6535885611499994	 2.853027296860273
15.44	 1.6619719289	 2.8697709508375207
15.53	 1.6717180913999998	 2.8890296325556637
15.62	 1.68479671445	 2.9182952855396627
15.709999999999999	 1.7029975782500006	 2.9515176747795575
15.799999999999999	 1.7276717283999998	 2.977318246587936
15.889999999999999	 1.7545887336999986	 2.9924812982080744
15.98	 1.7752998539999991	 3.0029759297710195
16.07	 1.790320187099999	 3.016993828378633
16.16	 1.8067614701999997	 3.038933010756473
16.25	 1.82925003235	 3.064256206832963
16.34	 1.8516172178999994	 3.0859485853323623
16.43	 1.8673518695000002	 3.1003939622781744
16.52	 1.882292636799999	 3.113450819274674
16.61	 1.9069192193499998	 3.134688877694808
16.7	 1.9370896007999994	 3.16386901173524
16.79	 1.961056963499999	 3.1901567163982425
16.88	 1.9783608726499997	 3.205301216058503
16.97	 2.0013342352500008	 3.2168505140968424
17.06	 2.0348453061999994	 3.234756221882057
17.15	 2.0694610324499996	 3.2568375420353246
17.240000000000002	 2.0945720887999997	 3.2720703694490876
17.33	 2.11435110665	 3.2774076459459813
17.42	 2.13718983665	 3.280130679148589
17.509999999999998	 2.1609210476499996	 3.284263154413607
17.6	 2.1822506060499993	 3.288742870690171
17.689999999999998	 2.20268404985	 3.292288075102068
17.78	 2.2268457734	 3.298429844005515
17.869999999999997	 2.2546850120999995	 3.309664389243274
17.96	 2.2807265694999987	 3.31929207286724
18.049999999999997	 2.3010001883999998	 3.3207247384506227
18.14	 2.3164516864999998	 3.3170279049770546
18.229999999999997	 2.3300910572499998	 3.315106079886921
18.32	 2.34255441905	 3.3170258456638466
18.41	 2.3510862572000004	 3.319531802341324
18.5	 2.3569438366	 3.322404406920814
18.59	 2.3675526316000006	 3.32666048420969
18.68	 2.388590550649999	 3.3273922960027016
18.77	 2.4128918021500008	 3.3202129981728037
18.86	 2.4286452951	 3.3119896661763537
18.95	 2.4367481886499984	 3.3126783964448476
19.04	 2.4480923848	 3.318744393096764
19.13	 2.4657133986499993	 3.3196108968482516
19.22	 2.4804655104	 3.3163580507393537
19.31	 2.4879385221499994	 3.321033732452932
19.4	 2.4950753514999997	 3.3358477936193323
19.490000000000002	 2.5065681594499996	 3.350469745920019
19.58	 2.519628181699999	 3.359935197092975
19.67	 2.529428253149999	 3.3724753235787643
19.759999999999998	 2.5391716766999997	 3.3932682195937667
19.85	 2.5507852813499996	 3.417045627484904
19.939999999999998	 2.561284045	 3.4340265966650567
20.03	 2.5661238704499993	 3.446226815789401
20.119999999999997	 2.5705685460999996	 3.4636893132780417
20.21	 2.581143226949999	 3.490744979934706
20.299999999999997	 2.5968439551000007	 3.520905456409044
20.39	 2.6083674957499996	 3.5471727415193888
20.479999999999997	 2.615672559399999	 3.5634426478285164
20.57	 2.6254843271000006	 3.5688369770110566
20.66	 2.6432411718499997	 3.5708170111525668
20.75	 2.6638682101500004	 3.5759294171396077
20.84	 2.6813449363499995	 3.585134639642147
20.93	 2.6934944772500007	 3.5932048029306047
21.02	 2.7038833246000005	 3.599737520896731
21.11	 2.7196851524000003	 3.6074572542820853
21.2	 2.7463859835000006	 3.6172768352245197
21.29	 2.7796476768000007	 3.6298055357551444
21.38	 2.8075374681500005	 3.6454447731055426
21.47	 2.8233982378499993	 3.661379344677227
21.56	 2.8329701357499992	 3.6747491956211396
21.65	 2.8444659524499993	 3.686168443554317
21.74	 2.8593931921499998	 3.7008003619073118
21.83	 2.8726895931499996	 3.7173482188953795
21.919999999999998	 2.881282293600001	 3.7300449338600608
22.009999999999998	 2.88971065705	 3.738175456150862
22.099999999999998	 2.9003260555000008	 3.749283340163003
22.189999999999998	 2.909345052449999	 3.76819458335631
22.28	 2.9144640941999995	 3.7887964189350423
22.37	 2.920793893499999	 3.800423305718813
22.46	 2.9310489107500013	 3.8043097029700497
22.55	 2.93996682595	 3.8107859239239263
22.64	 2.9418322537000012	 3.826760153085018
22.73	 2.9418676639999983	 3.847070596510473
22.82	 2.948430587199999	 3.8617466469628607
22.91	 2.959314934549999	 3.868696918317693
23.0	 2.963572863749998	 3.8708327509713882
23.09	 2.95660110645	 3.867192969463977
23.18	 2.94265464365	 3.857838875222213
23.27	 2.9302515972500007	 3.8425484298884407
23.36	 2.9224166888000003	 3.8230020254299766
23.45	 2.914244376099999	 3.798917437229699
23.54	 2.8976520235	 3.7709059401530616
23.63	 2.8728720908000005	 3.74264897996926
23.72	 2.8479297945999997	 3.716008836431822
23.81	 2.8270783461000004	 3.6861090468996243
23.9	 2.8077746355999995	 3.6521495783549556
23.99	 2.78569901775	 3.6209897924532912
24.08	 2.7610018651	 3.6006588843244276
24.169999999999998	 2.7359954634	 3.5860729171022823
24.259999999999998	 2.7125125707000004	 3.565013012904258
24.349999999999998	 2.68829569515	 3.5369572689771793
24.439999999999998	 2.659898156949999	 3.5089213193582083
24.529999999999998	 2.629542764149998	 3.4885816968351846
24.62	 2.601937015399999	 3.472329638863449
24.71	 2.5802717335	 3.4564200300387617
24.8	 2.5626059213499994	 3.4406563366503327
24.89	 2.5458101689	 3.430873622543104
24.98	 2.5275893950500006	 3.427252212923229
25.07	 2.5050229801499997	 3.423223918008006
25.16	 2.4795760166499985	 3.414844528110951
25.25	 2.455232024899999	 3.4076721062792843
25.34	 2.4356185631500002	 3.407787439977644
25.43	 2.4207555982999995	 3.4151313608394362
25.52	 2.4086760169499986	 3.4228622770352737
25.61	 2.3988321902999985	 3.4263344054838045
25.7	 2.3884827290500015	 3.424963046643879
25.79	 2.3754734593499993	 3.420165678109151
25.88	 2.3619781453	 3.4151502614445266
25.97	 2.3495785812499994	 3.4132991025599284
26.06	 2.3371201904499994	 3.4161810004411968
26.15	 2.3192535426500003	 3.423067111278235
26.24	 2.2942658461	 3.432493608262676
26.33	 2.2650012962000003	 3.4433198353704437
26.419999999999998	 2.239654348	 3.4540516711906784
26.509999999999998	 2.2229830045999988	 3.4604291792898216
26.599999999999998	 2.208718254149999	 3.4605929569561993
26.689999999999998	 2.189986320650002	 3.4591729465224472
26.779999999999998	 2.16711791125	 3.4615307691801163
26.869999999999997	 2.14881636485	 3.467706769720412
26.96	 2.1371460179	 3.474989309713708
27.05	 2.12985885435	 3.4820339682271997
27.14	 2.1259692108999992	 3.4883845366811994
27.23	 2.1245978278499997	 3.496133315750039
27.32	 2.1240820621499994	 3.5074806736632986
27.41	 2.12511535335	 3.524239862217378
27.5	 2.130240820350002	 3.541433859663567
27.59	 2.1394794716999987	 3.553125259903198
27.68	 2.1486765210499987	 3.561688984637917
27.77	 2.158141907050001	 3.578167553932228
27.86	 2.167978474900001	 3.6059495802206407
27.95	 2.1788289721	 3.637352258557473
28.04	 2.192351253650001	 3.664551704207022
28.13	 2.210754873000001	 3.6885047682713186
28.22	 2.2312491202999993	 3.713754553568548
28.31	 2.247826031299999	 3.740753135582453
28.4	 2.2604462607499993	 3.7642835844495406
28.49	 2.278344410250001	 3.782907885854808
28.58	 2.3060294584500003	 3.802943019035826
28.669999999999998	 2.3352297584499997	 3.8270707801381123
28.759999999999998	 2.35445784935	 3.852803039146048
28.849999999999998	 2.3645112297499997	 3.878514521284009
28.939999999999998	 2.37382532245	 3.9072057332256613
29.029999999999998	 2.385461669099999	 3.941230840864606
29.119999999999997	 2.394923584999999	 3.9760864607541992
