#rc	 FE
1.061802	 16.939425
1.533903	 8.460973
2.006005	 6.712231
2.478106	 6.633579
2.950207	 6.795212
3.422308	 6.969567
3.894410	 7.180538
4.366511	 6.474575
4.838612	 6.077742
5.310713	 6.490543
5.782815	 6.750941
6.254916	 6.895218
6.727017	 7.079494
7.199118	 7.556174
7.671220	 7.725761
8.143321	 7.617640
8.615422	 7.638289
9.087524	 7.530738
9.559625	 7.569391
10.031726	 7.481248
10.503827	 7.675230
10.975929	 7.777337
11.448030	 7.673592
11.920131	 7.133518
12.392232	 6.531661
12.864334	 5.823848
13.336435	 5.257790
13.808536	 4.925946
14.280637	 4.429242
14.752739	 3.892853
15.224840	 3.396362
15.696941	 2.870447
16.169042	 2.153839
16.641144	 1.454990
17.113245	 0.861852
17.585346	 0.409942
18.057448	 0.900047
18.529549	 1.797242
19.001650	 2.013926
19.473751	 2.128106
19.945853	 2.240553
20.417954	 2.038815
20.890055	 1.574606
21.362156	 0.981654
21.834258	 0.795696
22.306359	 0.866580
22.778460	 1.458717
23.250561	 2.482561
23.722663	 4.054789
