#rc 	 FES 	 error_std
1.4475000000000002	 5.621764923076923 	 7.231627623850637
1.6449999999999998	 4.149547307692307 	 6.936824591284407
1.8425000000000002	 3.01562776923077 	 6.630361012628008
2.0399999999999996	 2.1998811538461536 	 6.331327515146197
2.2375000000000003	 1.6903636153846149 	 6.060735468877216
2.4349999999999996	 1.4767565384615386 	 5.82263788903279
2.6325	 1.5159031538461538 	 5.6243060185167355
2.829999999999999	 1.7277019230769233 	 5.440357308458086
3.0275000000000003	 2.039612384615385 	 5.169018983390416
3.225000000000001	 2.3958517692307697 	 4.89502014209309
3.4225	 2.708070153846154 	 4.680648150814858
3.6199999999999997	 2.8822699230769233 	 4.530638911519713
3.8175000000000003	 2.954245307692307 	 4.308483038433498
4.015	 3.042083307692308 	 4.083899775793501
4.2124999999999995	 3.0494304615384613 	 3.9741086148473506
4.409999999999998	 3.023609307692307 	 3.8798787616324857
4.607500000000001	 3.0027417692307687 	 3.8195180167571405
4.805	 2.993012769230769 	 3.7871885497439512
5.0024999999999995	 3.017049692307692 	 3.6702724632667154
5.200000000000001	 3.070398923076923 	 3.560665188660843
5.397499999999999	 3.031652923076923 	 3.477098797614883
5.595	 2.9318406923076927 	 3.3148600294049313
5.792500000000002	 2.932165615384615 	 3.1566264422855577
5.99	 2.995088153846154 	 3.095998629635912
6.1875	 3.040899153846155 	 3.176919411496314
6.385	 3.059054153846154 	 2.8735147679719435
6.582499999999997	 3.046330230769231 	 2.7010263474350045
6.78	 3.0605545384615382 	 2.5974175589016038
6.977500000000002	 3.1330398461538462 	 2.524424528368197
7.174999999999998	 3.236740307692308 	 2.5017208559078314
7.372500000000001	 3.328686384615385 	 2.5587522464822094
7.569999999999998	 3.4401683846153848 	 2.6274377563642206
7.767499999999999	 3.5861185384615384 	 2.6227869283172116
7.9650000000000025	 3.722451923076923 	 2.5551007960892056
8.162499999999998	 3.848820307692308 	 2.5446369392072166
8.36	 3.942757692307692 	 2.632697841172511
8.557500000000001	 4.010029076923077 	 2.837562232094044
8.754999999999999	 4.097499 	 2.8991308824667934
8.9525	 4.1735483076923074 	 2.670689783068024
9.150000000000002	 4.226330923076923 	 2.524119661577095
9.347499999999998	 4.2963640000000005 	 2.461233713096139
9.545	 4.357830384615385 	 2.386023497135525
9.742500000000003	 4.406658384615384 	 2.324049887608713
9.94	 4.505081384615385 	 2.3104002335324947
10.137500000000001	 4.635058538461539 	 2.343314202067207
10.335000000000004	 4.7112008461538455 	 2.3669009815430857
10.5325	 4.735671230769231 	 2.3213172628960366
10.73	 4.755220384615385 	 2.2506520220410526
10.927499999999998	 4.774620076923076 	 2.1759381619036806
11.125	 4.756625 	 2.044584362198174
11.322500000000002	 4.709999230769229 	 1.8584524551464379
11.52	 4.676182692307692 	 1.6799578520718164
11.7175	 4.6700673076923085 	 1.5746771978330922
11.914999999999996	 4.664821538461538 	 1.5131923574539026
12.1125	 4.669672923076923 	 1.4067165932318333
12.31	 4.6976327692307684 	 1.2580065131544642
12.507499999999997	 4.726298923076922 	 1.2079318612900356
12.705000000000002	 4.809505230769231 	 1.2151591052415593
12.902500000000002	 4.930879846153847 	 1.264525836177045
13.099999999999996	 4.999921615384614 	 1.303684205589101
13.297500000000001	 4.960269076923077 	 1.3002147972457627
13.495000000000003	 4.910650923076924 	 1.2961045672581892
13.692499999999997	 4.905574538461538 	 1.3032916231519238
13.889999999999999	 4.946192384615385 	 1.2495231144039047
14.087500000000004	 4.9857289230769215 	 1.1313705071976843
14.284999999999998	 5.013762615384615 	 1.0477277825143279
14.482499999999996	 5.043074692307693 	 1.0143978413874135
14.680000000000005	 5.088897846153846 	 1.0441794536413884
14.8775	 5.1738 	 1.1111148555210706
15.074999999999998	 5.235399538461538 	 1.110030924627597
15.272500000000006	 5.218707230769231 	 1.1099405647667082
15.47	 5.1433656153846155 	 1.1215381772282167
15.667499999999999	 5.063276307692307 	 1.1385240370947207
15.865000000000002	 4.99359576923077 	 1.0820953534898812
16.0625	 4.946412769230769 	 0.9837959204381195
16.259999999999998	 4.912417923076924 	 0.9447822494449316
16.457500000000003	 4.893258153846154 	 0.9595319217756137
16.655	 4.8621243846153845 	 1.003052429837859
16.852499999999996	 4.8149806153846155 	 1.014003054213699
17.050000000000004	 4.78486323076923 	 1.0036192586693775
17.2475	 4.757119384615384 	 1.0190739988693007
17.444999999999997	 4.732232307692308 	 1.0287914336114812
17.64249999999999	 4.7321930769230764 	 1.0046939505768724
17.84	 4.766605307692308 	 0.9580446850056185
18.037499999999998	 4.825760769230769 	 0.9118820614616445
18.235000000000007	 4.905084769230769 	 0.8799096624486702
18.4325	 5.004969384615385 	 0.8559815086387759
18.63	 5.133944769230769 	 0.8411623231310392
18.827499999999993	 5.300937153846154 	 0.8349695699474825
19.025000000000002	 5.491004384615385 	 0.8317423220482562
19.2225	 5.651118846153846 	 0.8412352509357012
19.42000000000001	 5.809292076923077 	 0.8520947639150632
19.617500000000003	 6.048015692307694 	 0.8822116421019465
19.815	 6.3910300769230775 	 0.9341612555510669
20.012499999999996	 6.576882461538461 	 0.9464213301774991
20.210000000000004	 6.698531846153846 	 0.9029346267134352
20.407500000000002	 6.851356846153847 	 0.846130723081796
20.604999999999997	 7.06237123076923 	 0.8171698315240844
20.802500000000002	 7.3534274615384625 	 0.8015411092694272
21.0	 inf 	 0.7728551056702617
