#rc	 FE
4.800000	 11.374857
5.388253	 6.154369
5.976506	 2.556605
6.564759	 0.359564
7.153012	 0.035411
7.741265	 1.039702
8.329518	 2.293742
8.917771	 4.299963
9.506024	 6.044116
10.094276	 7.051365
10.682529	 7.934300
11.270782	 8.320681
11.859035	 8.757186
12.447288	 9.036970
13.035541	 8.504494
13.623794	 8.061769
14.212047	 7.841437
14.800300	 7.897475
15.388553	 8.164019
15.976806	 8.437007
16.565059	 8.445298
17.153312	 8.400379
17.741565	 8.429749
18.329818	 8.342817
18.918071	 8.377257
19.506323	 8.351913
20.094576	 8.402727
20.682829	 8.262330
21.271082	 8.149823
21.859335	 8.172361
22.447588	 8.130521
23.035841	 8.044506
23.624094	 7.980409
24.212347	 8.034249
24.800600	 8.067225
25.388853	 8.030648
25.977106	 7.870387
26.565359	 7.479057
27.153612	 7.232400
27.741865	 7.319050
28.330118	 7.558645
28.918370	 8.036217
29.506623	 8.325203
30.094876	 8.474099
30.683129	 8.439934
31.271382	 8.323209
31.859635	 8.418893
32.447888	 9.047782
33.036141	 12.085219
